Agency_Aliases,entity_name,Website,Address,Email,Phone,TTY,TollFree,Government_Branch,Parent_Agency,Related_Agency,Agency_Image,in_corpus,first_hit,match,entity_type,crawlers,num_mentions,information
Seafood Inspection Program,Seafood Inspection Program,https://www.fisheries.noaa.gov/topic/seafood-commerce-certification#seafood-inspection,"National Oceanic and Atmospheric Administration (NOAA) 
1315 East West Hwy. 
F/SI - Room 10837 
Silver Spring, MD 20910",NMFS.Seafood.Services@noaa.gov,1-301-713-2355,  ,"
1-800-422-2750",Executive Department Sub-Office/Agency/Bureau,National Oceanic and Atmospheric Administration,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Seal_of_the_United_States_Department_of_Commerce.svg/1000px-Seal_of_the_United_States_Department_of_Commerce.svg.png,False,None,None,org,,,
FHA,Federal Housing Administration,https://www.hud.gov/federal_housing_administration,"451 7th St., SW 
Washington, DC 20410",info@fhaoutreach.com,  ,1-877-833-2483,1-800-225-5342,Executive Department Sub-Office/Agency/Bureau,Office of Housing,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg/1000px-Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg.png,True,DCG VOL 47 PGS 187-220.json,Federal Housing Administration,org,,,
SEC,Securities and Exchange Commission,https://www.sec.gov/,"100 F St., NE 
Washington, DC 20549",  ,1-202-551-6551;1-202-551-4119,  ,1-800-732-0330,Independent Agency,Office of Investor Education and Advocacy,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,OMBM M-15-04.json,Securities and Exchange Commission,org,,,
BJS,Bureau of Justice Statistics,https://www.bjs.gov/,"810 Seventh St., NW 
Washington, DC 20531",askbjs@usdoj.gov,"
1-202-307-0765",  ,  ,Executive Department Sub-Office/Agency/Bureau,Office of Justice Programs,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Seal_of_the_United_States_Department_of_Justice.svg/1024px-Seal_of_the_United_States_Department_of_Justice.svg.png,True,Title 42 - ch124to161_Secs11901to18647.json,the Bureau of Justice Statistics,org,,,
OJJDP,Office of Juvenile Justice and Delinquency Prevention,https://ojjdp.ojp.gov/,"810 Seventh St., NW 
Washington, DC 20531",  ,1-202-307-5911,  ,  ,Executive Department Sub-Office/Agency/Bureau,Office of Justice Programs,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Seal_of_the_United_States_Department_of_Justice.svg/1024px-Seal_of_the_United_States_Department_of_Justice.svg.png,True,Title 42 - ch7to7A_Secs301to1400v.json,the Office of Juvenile Justice and Delinquency Prevention,org,,,
NIJ,National Institute of Justice,https://nij.ojp.gov/contact,"810 Seventh St., NW 
Washington, DC 20531",  ,1-202-307-2942,  ,  ,Executive Department Sub-Office/Agency/Bureau,Office of Justice Programs,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Seal_of_the_United_States_Department_of_Justice.svg/1024px-Seal_of_the_United_States_Department_of_Justice.svg.png,True,AFI 48-307V2.json,National Institute of Justice,org,,,
FEB,Federal Executive Boards,https://www.feb.gov/,"1900 E St., NW 
Room 7673 
Washington, DC 20415",febinfo@opm.gov,  ,  ,  ,Executive Department Sub-Office/Agency/Bureau,Office of Personnel Management,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,True,EO 12999.json,Federal Executive Boards,org,,,
CPIR,Center for Parent Information and Resources,https://www.parentcenterhub.org/,"c/o Statewide Parent Advocacy Network (SPAN) 
35 Halsey St., 4th Floor 
Newark, NJ 07102",  ,1-973-642-8100,  ,  ,Quasi-official,Office of Special Education and Rehabilitative Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Seal_of_the_United_States_Department_of_Education.svg/1000px-Seal_of_the_United_States_Department_of_Education.svg.png,False,None,None,org,,,
Rehabilitation Services Administration,Rehabilitation Services Administration,https://www2.ed.gov/about/offices/list/osers/rsa/index.html?exp=0,"Office of Special Education and Rehabilitative Services 
400 Maryland Ave., SW 
Washington, DC 20202-7100",  ,1-202-245-7468,1-800-437-0833,1-800-827-5327,Executive Department Sub-Office/Agency/Bureau,Office of Special Education and Rehabilitative Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Seal_of_the_United_States_Department_of_Education.svg/1000px-Seal_of_the_United_States_Department_of_Education.svg.png,True,Title 41.json,the Rehabilitation Services Administration,org,,,
NARA,National Archives and Records Administration,https://www.archives.gov/,"8601 Adelphi Rd. 
College Park, MD 20740-6001",  ,1-866-272-6272,711,  ,Independent Agency,Office of the Federal Register,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Seal_of_the_United_States_National_Archives_and_Records_Administration.svg/1024px-Seal_of_the_United_States_National_Archives_and_Records_Administration.svg.png,True,DoDFMR V1CH9.json,the National Archives and Records Administration,org,,,
ASD,Assistant Secretary of Defense,https://www.defense.gov/Resources/Military-Departments/DOD-Websites/,  ,  ,  ,  ,  ,Executive Department Sub-Office/Agency/Bureau,Office of the Secretary of Defense,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/United_States_Department_of_Defense_Seal.svg/1200px-United_States_Department_of_Defense_Seal.svg.png,False,None,None,org,,,
BPA,Bonneville Power Administration,https://www.bpa.gov/Pages/home.aspx,"905 NE 11th Ave. 
Portland, OR 97232",  ,1-503-230-3000,  ,1-800-282-3713,Executive Department Sub-Office/Agency/Bureau,Power Administrations,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Seal_of_the_United_States_Department_of_Energy.svg/1000px-Seal_of_the_United_States_Department_of_Energy.svg.png,True,DCG VOL 61 PGS 431-506.json,Bonneville Power Administration,org,,,
SEPA,Southeastern Power Administration,https://www.energy.gov/sepa/southeastern-power-administration,"1166 Athens Tech Rd. 
Elberton, GA 30635-6711",info2@sepa.doe.gov,1-706-213-3800,  ,  ,Executive Department Sub-Office/Agency/Bureau,Power Administrations,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Seal_of_the_United_States_Department_of_Energy.svg/1000px-Seal_of_the_United_States_Department_of_Energy.svg.png,True,Title 47.json,the Southeastern Power Administration,org,,,
SWPA,Southwestern Power Administration,https://www.swpa.gov/,"One West Third St. 
Tulsa, OK 74103-3502",info@swpa.gov,"
1-918-595-6600",  ,  ,Executive Department Sub-Office/Agency/Bureau,Power Administrations,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Seal_of_the_United_States_Department_of_Energy.svg/1000px-Seal_of_the_United_States_Department_of_Energy.svg.png,True,Title 47.json,the Southwestern Power Administration,org,,,
WAPA,Western Area Power Administration,https://www.wapa.gov/Pages/western.aspx,"P.O. Box 281213 
Lakewood, CO 80228-8213",publicaffairs@wapa.gov,1-720-962-7000,  ,  ,Executive Department Sub-Office/Agency/Bureau,Power Administrations,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Seal_of_the_United_States_Department_of_Energy.svg/1000px-Seal_of_the_United_States_Department_of_Energy.svg.png,True,Title 47.json,the Western Area Power Administration,org,,,
Rural Business and Cooperative Programs,Rural Business and Cooperative Programs,https://www.rd.usda.gov/about-rd/agencies/rural-business-cooperative-service,"U.S.DA Rural Development, Room 5045-S 
1400 Independence Ave., SW 
Washington, DC 20250-3201",  ,1-202-690-4730,1-800-877-8339 ,  ,Executive Department Sub-Office/Agency/Bureau,Rural Development,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Seal_of_the_United_States_Department_of_Agriculture.svg/1000px-Seal_of_the_United_States_Department_of_Agriculture.svg.png,False,None,None,org,,,
Rural Housing Service,Rural Housing Service,https://www.rd.usda.gov/about-rd/agencies/rural-housing-service,"U.S.DA Rural Development, Room 5014-S 
1400 Independence Ave., SW 
Washington, DC 20250-0701",  ,1-202-690-1533,1-800-877-8339;1-800-438-1832,"
1-800-414-1226",Executive Department Sub-Office/Agency/Bureau,Rural Development,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Seal_of_the_United_States_Department_of_Agriculture.svg/1000px-Seal_of_the_United_States_Department_of_Agriculture.svg.png,True,Title 26.json,the Rural Housing Service,org,,,
Rural Utilities Service,Rural Utilities Service,https://www.rd.usda.gov/about-rd/agencies/rural-utilities-service,"U.S.DA Rural Development, Room 4051-S 
1400 Independence Ave., SW 
Washington, DC 20250-1510",  ,"
1-202-720-9540",1-800-877-8339,  ,Executive Department Sub-Office/Agency/Bureau,Rural Development,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Seal_of_the_United_States_Department_of_Agriculture.svg/1000px-Seal_of_the_United_States_Department_of_Agriculture.svg.png,True,Title 47.json,the Rural Utilities Service,org,,,
OSTI,Office of Scientific and Technical Information,https://www.osti.gov/,  ,OSTIWebmaster@osti.gov,"
1-865-576-1188;1-856-576-8401 ",  ,  ,Executive Department Sub-Office/Agency/Bureau,Science Office,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Seal_of_the_United_States_Department_of_Energy.svg/1000px-Seal_of_the_United_States_Department_of_Energy.svg.png,True,AFI 34-101.json,Scientific and Technical Information Office,org,,,
Office of Investor Education and Advocacy,Office of Investor Education and Advocacy,https://www.investor.gov/,"100 F St., NE 
Washington, DC 20549-0213",help@sec.gov,  ,  ,1-800-732-0330,Executive Department Sub-Office/Agency/Bureau,Securities and Exchange Commission,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg/1000px-Great_Seal_of_the_United_States_%28obverse%29.svg.png,False,None,None,org,,,
CAFC,Court of Appeals for the Federal Circuit,http://www.cafc.uscourts.gov/,"717 Madison Place 
Washington, DC 20005",  ,1-202-275-8000,  ,  ,Judicial,Supreme Court of the United States,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Seal_of_the_United_States_Supreme_Court.svg/1000px-Seal_of_the_United_States_Supreme_Court.svg.png,True,Title 31.json,the Court of Appeals for the Federal Circuit,org,,,
Federal Court Interpreters,Federal Court Interpreters,https://www.uscourts.gov/services-forms/federal-court-interpreters,"Administrative Office of the U.S. Courts 
Office of Public Affairs 
Washington, DC 20544",  ,1-202-479-3211,  ,  ,Judicial,Supreme Court of the United States,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Seal_of_the_United_States_Supreme_Court.svg/1000px-Seal_of_the_United_States_Supreme_Court.svg.png,False,None,None,org,,,
Alhurra TV,Middle East Broadcasting Networks,https://www.alhurra.com/; https://www.radiosawa.com/,"7600 Boston Boulevard 
Springfield, VA 22153",communications@alhurra.com,1-703-852-9000,  ,  ,Executive Department Sub-Office/Agency/Bureau,Agency for Global Media,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/USAGM_BBG_logo.png/1024px-USAGM_BBG_logo.png,True,Title 22.json,the Middle East Broadcasting Networks,org,,,
Office of Cuba Broadcasting,Office of Cuba Broadcasting,https://www.radiotelevisionmarti.com/,  ,  ,  ,  ,  ,Executive Department Sub-Office/Agency/Bureau,Agency for Global Media,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/USAGM_BBG_logo.png/1024px-USAGM_BBG_logo.png,False,None,None,org,,,
RFA,Radio Free Asia,https://www.rfa.org/english/,"2025 M St., NW 
Suite 300 
Washington, DC 20036",contact@rfa.org,1-202-530-4900,  ,  ,Executive Department Sub-Office/Agency/Bureau,Agency for Global Media,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/USAGM_BBG_logo.png/1024px-USAGM_BBG_logo.png,True,CONFRONTING SECURITY CHALLENGES ON THE KOREAN PENINSULA.json,Radio Free Asia,org,,,
RFE/RL,Radio Free Europe and Radio Liberty,https://www.rferl.org/,"1201 Connecticut Ave., NW 
Washington, DC 20036",  ,1-202-457-6900,  ,  ,Executive Department Sub-Office/Agency/Bureau,Agency for Global Media,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/USAGM_BBG_logo.png/1024px-USAGM_BBG_logo.png,False,None,None,org,,,
VOA,Voice of America,https://www.voanews.com/,"330 Independence Ave., SW 
Washington, DC 20237",  ,1-202-203-4000,  ,  ,Executive Department Sub-Office/Agency/Bureau,Agency for Global Media,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/USAGM_BBG_logo.png/1024px-USAGM_BBG_logo.png,True,COUNTRY SRI LANKA STUDY_3.json,Voice of America,org,,,
AFRC,Air Force Reserve Command,https://www.afrc.af.mil/,"693 Lakeside Circle 
Robins Air Force Base, GA 31098",  ,1-478-327-1753;1-800-257-1212,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Air Force,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Seal_of_the_United_States_Department_of_the_Air_Force.svg/1024px-Seal_of_the_United_States_Department_of_the_Air_Force.svg.png,True,AFMAN 11-2T-41-51-53V1.json,the Air Force Reserve Command,org,,,
USACE,Army Corps of Engineers,https://www.usace.army.mil/,"441 G St., NW 
Washington, DC 20314-1000",hq-publicaffairs@usace.army.mil,1-202-761-0011,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Army,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Mark_of_the_United_States_Army.svg/1000px-Mark_of_the_United_States_Army.svg.png,True,HEADQUARTERS U.S USMC SAIA GUIDANCE 2004.json,Army Corps of Engineers,org,,,
JPEOCBRND,Joint Program Executive Office for Chemical and Biological Defense,https://www.jpeocbrnd.osd.mil/,  ,"
usarmy.apg.jpeo-cbd.mbx.jpeo-cbd-hq@mail.mil",1-410-436-9000,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Army,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Mark_of_the_United_States_Army.svg/1000px-Mark_of_the_United_States_Army.svg.png,True,DoDI 5210.65 CH 2.json,the Joint Program Executive Office for Chemical and Biological Defense,org,,,
National Guard,United States National Guard,https://www.nationalguard.mil/,"111 South George Mason Dr. 
Arlington, VA 22204",publicwebsite@ng.army.mil,1-703-607-2584,  ,"1-800-464-8273;
1-800-864-6264",Executive Department Sub-Office/Agency/Bureau,United States Army,Employer Support of the National Guard and Reserve,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Mark_of_the_United_States_Army.svg/1000px-Mark_of_the_United_States_Army.svg.png,True,AFMAN 11-2AC-130WV1.json,National Guard,org,,,
USMA,"Military Academy, West Point",https://www.westpoint.edu/,"West Point Admissions 
Building 606 
West Point, NY 10996",admissions-info@usma.edu,1-845-938-4041;1-845-938-2638,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Army,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Mark_of_the_United_States_Army.svg/1000px-Mark_of_the_United_States_Army.svg.png,False,None,None,org,,,
ARS,Agricultural Research Service,https://www.ars.usda.gov/,"
5601 Sunnyside Ave. 
Beltsville, MD 20705",  ,1-202-720-3656,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Agriculture,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Seal_of_the_United_States_Department_of_Agriculture.svg/1000px-Seal_of_the_United_States_Department_of_Agriculture.svg.png,True,TM 5-830-3.json,Agricultural Research Service,org,,,
CNPP,Center for Nutrition Policy and Promotion,https://www.fns.usda.gov/cnpp,"3101 Park Center Dr. 
10th Floor 
Alexandria, VA 22302-1594",  ,1-703-305-7600,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Agriculture,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Seal_of_the_United_States_Department_of_Agriculture.svg/1000px-Seal_of_the_United_States_Department_of_Agriculture.svg.png,False,None,None,org,,,
ERS,Economic Research Service,https://www.ers.usda.gov/,"355 E St., SW 
Washington, DC 20024-3221",  ,  ,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Agriculture,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Seal_of_the_United_States_Department_of_Agriculture.svg/1000px-Seal_of_the_United_States_Department_of_Agriculture.svg.png,True,COUNTRY FINLAND STUDY_5.json,the Economic Research Service,org,,,
FSA,Farm Service Agency,https://www.fsa.usda.gov/,"1400 Independence Ave., SW 
STOP 0506 
Washington, DC 20250-0506",  ,  ,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Agriculture,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Seal_of_the_United_States_Department_of_Agriculture.svg/1000px-Seal_of_the_United_States_Department_of_Agriculture.svg.png,True,EO 13612.json,the Farm Service Agency,org,,,
NIFA,National Institute of Food and Agriculture,https://nifa.usda.gov/,"1400 Independence Ave., SW 
Mail Stop 2201 
Washington, DC 20250-2201",  ,1-202-720-4651,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Agriculture,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Seal_of_the_United_States_Department_of_Agriculture.svg/1000px-Seal_of_the_United_States_Department_of_Agriculture.svg.png,True,Title 16.json,the National Institute of Food and Agriculture,org,,,
