doc,pop_score
AGO 1994-21.pdf,2
AFI 91-225.pdf,2
H.R 1251 EH 117th.pdf,2
MCO 1640.3F.pdf,2
SECNAV M-1650.1.pdf,2
AR 700-131.pdf,2
DoDI 1348.19 CH 1.pdf,2
SECNAVINST 7110.12.pdf,2
CNGBI 1901.01.pdf,2
EO 13674.pdf,2
AFI 65-503.pdf,2
DFAR SUBPART 201.4.html,2
DoDI 4715.23 CH 1.pdf,2
DFAR SUBPART 242.7.html,2
DFAR SUBPART 216.3.html,2
20201009_COVID-19 and the Threat of Community Spread_Dir WHS signed.pdf,2
DFAR SUBPART 208.6.html,2
OPNAVINST 4770.5H.pdf,2
DFAR SUBPART 201.3.html,2
DoDM 4140.25 Volume 3 CH 2.pdf,2
FAR Subpart 1.2.html,2
Designation of USSOCOM as the Lead Component Tasked with Executive Agent Responsibilities for NATO Special Operations HQ.pdf,2
EO 13885.pdf,2
DAFTTP 3-42.8.pdf,2
AR 350-9.pdf,2
DESIGNATION OF DOD CORONAVIRUS DISEASE-2019 DATA COORDINATOR.pdf,2
DoDD 1015.5 CH 2.pdf,2
DFAR SUBPART 246.7.html,2
Resignation from Defense Business Board.pdf,2
OPNAVINST 11320.23G.pdf,2
AFMAN 65-506.pdf,2
COVID-19 Expenditures,2
ATP 4-0.6.pdf,2
Independent Assessment of the Afghan National Security Forces.pdf,2
AI 105.pdf,2
OMBM M-10-13.pdf,2
AFI 44-108.pdf,2
OPNAVINST 4000.86.pdf,2
OPNAVINST 5450.219C.pdf,2
Performance Management Guidance for End of FY 2015 Beginning of FY 2016 Activities.pdf,2
S 687 IS 117th.pdf,2
DoDI 5030.7.pdf,2
Information Technology Procurement Review and Approval System ITPRAS.pdf,2
DCG VOL 60 PGS 285-340.pdf,2
DoDI 5210.88.pdf,2
Delegation of Authority for DoD Executive Agent Responsibility for DoD Law of War Program.pdf,2
S.Res 95 IS 117th.pdf,2
H.R 2003 IH 117th.pdf,2
AR 600-110.pdf,2
NAVMC 3500.117 CH 1.pdf,2
TC 2-19.01.pdf,2
MILPERSMAN 1300-1300.pdf,2
OPM Frequently Asked Questions Regarding the Resumption of Normal Workforce Operations.pdf,2
Novel Coronavirus Disease 2019 (COVID-19).pdf,2
"Request SD Wreath-Laying at the Vietnam Veterans Memorial on March 29, 2020.pdf",2
EDAPDF-6F2E2F2FE6AA0535E05400215A9BA3BA-N0017805D4397-HT01-empty-41-PDS-2018-06-21.pdf,2
DoDI 5101.15 CH 2.pdf,2
EDAPDF-C4200D0BB68C1696E03400306E49699A-N6833502D0007-empty-empty-empty-PDS-2002-08-13.pdf,2
H.R 3684 IH 117th.pdf,2
HOI 65-4.pdf,2
PAM 750-8.pdf,2
CJCSI 3320.02F.pdf,2
"SEC DEF Memo, Congressional Requests for Access to Operationall Plans and Orders, 5 8 2019 OCR.pdf",2
USAR REG 215-1.pdf,2
DTM Draft-151 Military Service By Transgender Persons And Persons With Gender Dysphoria.pdf,2
H.Res 370 IH 117th.pdf,2
DoDM 4140.01 Volume 12 CH 3.pdf,2
H.R 210 IH 117th.pdf,2
HAFMD 1-26.pdf,2
OMBM M-09-19.pdf,2
Review of DoD Space Enterprise Governance (2017).pdf,2
AAEP 02.pdf,2
EDAPDF-91B0BACEF54D1DD6E034001083F7041C-F4161298D0009-5010-empty-empty-PDS-2000-10-30.pdf,2
CNGBI 5050.01A.pdf,2
OPNAVINST 1900.4A.pdf,2
DoDI 1400.25 Volume 2004 CH 2.pdf,2
SECNAVINST 1920.6D.pdf,2
MCO 1700.31.pdf,2
S 851 IS 117th.pdf,2
NAVMED P-117 MANMED CHANGE 137.pdf,2
DoDI 1400.25 Volume 1408.pdf,2
SECNAVINST 12351.5G.pdf,2
EDAPDF-ed35d2f4-998f-44e6-91d9-f69e9b3cb79e-HR001119C0135-empty-empty-empty-PDS-2019-09-20.pdf,2
CFETP 2R1X1.pdf,2
EDAPDF-397fd744-1377-4f80-bd64-29c046278cd2-N6833520C0770-empty-empty-empty-PDS-2020-07-08.pdf,2
ICD 116.pdf,2
HOI 23-1.pdf,2
AGO 2003-02.pdf,2
AFI 34-144.pdf,2
CFETP 1N2X1X-C.pdf,2
CI 5420.37A.pdf,2
CIM 5830.1A.pdf,2
Reorganization Actions (Air Force).pdf,2
DoDFMR V10CH1.pdf,2
OPNAVINST 5354.1G.pdf,2
Approval of the DoD Forensics and Biometrics Reference Architecture v2.0.pdf,2
AR 40-905.pdf,2
TB MED 561.pdf,2
TM 4-41.12.pdf,2
Recommendation of Mr. Gabig as an Appointee of the Defense Buisness Board.pdf,2
OPNAVINST 5400.2000 21.pdf,2
DTM-21-002.pdf,2
AFMAN 11-223_I_V2.pdf,2
AFMD 35.pdf,2
OPNAVINST 5450.340A CH-1.pdf,2
DoDI 1400.25 Volume 3001.pdf,2
Changes to Decision Process and Forum for FY 2021-2025 Integrated Program-Budget Review.pdf,2
AFPD 63-1.pdf,2
OMBM M-12-11.pdf,2
BUMEDINST 12351.1B.pdf,2
TM 5-630_dup1.pdf,2
DoDI 5105.18 CH 2.pdf,2
DoDD 4715.11 CH 1.pdf,2
CNGBI 5052.01A.pdf,2
AFPAM 63-129.pdf,2
AGO 1957-33.pdf,2
AEP 83.pdf,2
AFTTP 3-32.15.pdf,2
OPNAVINST 1320.6.pdf,2
DAFI 10-3001.pdf,2
AR 525-28.pdf,2
OMBM M-10-09.pdf,2
DoDFMR V7BCH44.pdf,2
USAR REG 10-1.pdf,2
DoDD 5134.12 CH 1.pdf,2
DoDFMR V11BCH11.pdf,2
Establishment of the OUSD for Research and Engineering and the OUSD for Acquisition and Sustainment (FOUO).pdf,2
PAM 638-2.pdf,2
ADP 4-0.pdf,2
NAVMC 3500.105B.pdf,2
AR 600-3.pdf,2
"DEP SEC DEF Memo, Warfighter Senior Integration Group Delegation of Authority, 4 4 2018 OCR.pdf",2
AFTTP 3-2.85.pdf,2
DoDI 1010.16.pdf,2
DoDD 5111.03 CH 1.pdf,2
MARINE CORPS MANUAL W_CH 1-3.pdf,2
EO 13526.pdf,2
AR 600-8-2.pdf,2
MCO 4600.41A.pdf,2
AGO 1948-61.pdf,2
CFETP 2A7X3.pdf,2
AFMAN 11-2C-5V3_ADDENDA-A.pdf,2
Results of OSD Organizational Review (2013).pdf,2
OPNAVINST 5100.23H.pdf,2
DoDD 4715.01E CH 2.pdf,2
MCO 3500.27C.pdf,2
OPNAVINST 3500.39D.pdf,2
DoDI 4715.22 CH 2.pdf,2
COMNAVRESFORCOMNOTE 5400.pdf,2
DoDI 4715.05 CH 2.pdf,2
MCO 5580.2B CH 2.pdf,2
OMBM M-98-03.pdf,2
Office of the Under Secretary of Defense for Intelligence (Lettre).pdf,2
Force Health Protection Guidance Force Health Protection Guidance Supplement 15 Revision-1 March 15 2021.pdf,2
Government Performance and Results Act Modernization Act of 2010,2
DoDM 3025.01 Volume 3 CH 1.pdf,2
ADB412074.pdf,2
STP 44-14T14-SM-TG.pdf,2
AGO 1979-13.pdf,2
Total Force Manpower Governance for the OSD Defense Agencies and DoD Field Activities.pdf,2
FY 2013 SES and SP Performance Appraisal Results.pdf,2
DoDI 3002.03 CH 1.pdf,2
CIM 3010.11E.pdf,2
STANAG 3447.pdf,2
AFI 11-2AEV3CL-1.pdf,2
DoDI 2060.03.pdf,2
MCO 5585.5A.pdf,2
DoDFMR V7ACH66.pdf,2
OPNAVINST 5420.117A.pdf,2
DoDM 1416.08 CH 1.pdf,2
GAO Audit Liaison Changes to the GAO Audit Liaison Process.pdf,2
SECNAVINST 2400.2A.pdf,2
Data Center Optimization Initiative (DCOI).pdf,2
DTM-19-012 CH 1.pdf,2
UP THE SLOT_MARINES IN THE CENTRAL SOLOMONS.pdf,2
Counter-Unmanned Aircraft System Information Protection (FOUO).pdf,2
S 73 IS 117th.pdf,2
MCO 5104.1C.pdf,2
COMNAVRESFORCOMINST 1700.1P.pdfnull,2
DoDI 1205.18.pdf,2
IRM-2300-06B.pdfnull,2
IRM-2300-06C.pdfnull,2
ATP 3-21.10.pdf,2
DoDFMR V4CH2_dup1.pdfnull,2
Historical Stalemate US Marines from Bunker Hill to the Hook PCN 19000319700.pdf,2
MILPERSMAN 1301-500.pdfnull,2
AGO 1955-72.pdfnull,2
CMC BIRTHDAY MESSAGE 2016.pdfnull,2
CI 5756.1.pdfnull,2
OMBM M-05-26.pdfnull,2
EO 13021.pdfnull,2
OPNAVINST 10126.5 w CH-1.pdf,2
OPNAVINST 10126.4E.pdf,2
AR 525-30.pdf,2
AFI 65-603.pdf,2
ARMY DIR 2021-01.pdf,2
MCO 4030.40B.pdf,2
CFETP 3D1X7.pdf,2
DoDD 4180.01 CH 2.pdf,2
SECNAVINST 5420.201.pdf,2
DoDFMR V7BCH16.pdf,2
Military Personnel Guidance Military Personnel Guidance Supplement 1 for DOD and OSD Component Heads and Military Commanders in Responding to Coronavirus Disease 2019 COVID-19.pdf,2
AFMAN 44-197.pdf,2
MILPERSMAN 1000-030.pdf,2
ADP 6-0.pdf,2
AFMAN 13-501.pdf,2
DAFI 36-2906.pdf,2
PAM 600-4.pdf,2
DoDM 4140.01 Volume 7.pdf,2
MILPERSMAN 1050-010.pdf,2
"SEC DEF Memo, Delegation of Authority for Center for Excellence in Disaster Management and Humanitarian Assistance, 3 21 2019 OCR.pdf",2
MCO P4030.31D_1.pdfnull,2
BUMEDINST 7050.1B.pdf,2
DOD STRATEGIC GUIDANCE FOR THE CORONAVIRUS DISEASE 2019 INTERNATIONAL RESPONSE Final.pdf,2
Unobligated Funds for Military Programs.pdf,2
USAR REG 140-4.pdf,2
OPNAVINST 1752.2C.pdf,2
HOI 65-1.pdf,2
S 570 IS 117th.pdf,2
DoDI 6010.23 CH 2.pdf,2
ATP 3-07.31.pdf,2
Defense Preparedness.pdf,2
MCRP 2-10A.1.pdf,2
DoDM 4140.70 CH 2.pdfnull,2
DoDD 3210.06 CH 2.pdf,2
DoD Notification of Full Financial Statement Audit Readiness.pdf,2
FHP Supp 5 DoD Guidance for Mvmt and Med Treatment of COVID-19 Patients Symptomatic PUIs or Potentially Exposed.pdf,2
OPNAVINST 3130.6E.pdf,2
Actions to Address and Prevent Sexual Assault in the Military.pdf,2
"SEC DEF Memo, Actions to Address and Prevent Sexual Assault in the Military, 5 1 2019 OCR.pdf",2
AR 73-1.pdf,2
AGO 1947-18.pdf,2
AFI 90-301.pdf,2
"DEP SEC DEF Memo, (UFOUO) Facilitating Unity of Effort to Advance Countering Weapons of Mass Destruction Objectives, 4 9 2018 OCR.pdfnull",2
SECNAVINST 4900.50B.pdf,2
OMBM M-21-05.pdf,2
MCDP 1-1.pdf,2
DCG VOL 61 PGS 589-814.pdf,2
AFI 65-117.pdf,2
DoDI 1325.06 CH 1.pdf,2
AR 600-20.pdf,2
Historical U.S Marines in Vietnam High Mobility and Stand Down 1969 PCN 19000310300.pdf,2
DoDD 5101.18E CH 1.pdf,2
SASC Markup Summary for FY17 NDAA.pdf,2
PNT RESERVATION REENTRY GUIDE.pdf,2
AFI 36-3012.pdf,2
TB MED 577.pdf,2
Title 6.pdf,2
DoDI 5160.71 CH 2.pdf,2
HAFMD 1-16.pdf,2
AR 600-85.pdf,2
Order of Succession for Director of the Defense Advanced Research Projects Agency.pdf,2
AR 20-1.pdf,2
Establishment of the Sexual Assault Accountability and Investigation Task Force.pdf,2
Designation of the Principal Information Operations Advisor to the Secretary of Defense.pdf,2
DoD Coronavirus 2019 Task Force -Lessons Learned.pdf,2
DoDI 1332.45 CH 1.pdf,2
OPNAVINST 5200.24C.pdf,2
AMedP 4.5.pdf,2
MCO 5430.1A.pdf,2
DoDFMR V14CH3.pdf,2
SECNAVINST 5200.34E.pdf,2
AFPD 90-6.pdf,2
EXTENSION AND TRANSITION OF THE PROTECTING CRITICAL TECHNOLOGY TASK FORCE.pdf,2
Protecting Critical Technology Task Force Implementation.pdf,2
DAFI 61-201.pdf,2
DTM-17-004 CH 4.pdf,2
DoDI 3216.01.pdf,2
DoDI 4715.06 CH 1.pdf,2
ICD 403.pdf,2
CNGBI 7402.01.pdf,2
AFI 32-1062.pdf,2
MCO 4860.3D.pdf,2
ESTABLISHMENT OF THE CHINA TASK FORCE.pdf,2
AI 28 CH 1.pdf,2
"DoD 1400.25-M, C 1700, 12 1996 OCR.pdf",2
AFI 36-703.pdf,2
MILPERSMAN 1070-150.pdf,2
Executive and Political Personnel Office Name Change.pdf,2
DoDFMR V14CH2.pdf,2
Consolidation of Pentagon Information Technology Operations.pdf,2
H.R 370 EH 117th.pdf,2
UNITED STATES NAVY REGULATIONS.pdf,2
EO 13991.pdf,2
MCO 1500.59A.pdf,2
MILPERSMAN 1320-110.pdf,2
Military Department Manning Commitments for the NATO Command Structure.pdf,2
MILPERSMAN 1600-050.pdf,2
AFMAN 34-209.pdf,2
MCO 5216.9Y.pdf,2
PAM 220-1.pdf,2
AR 380-67.pdf,2
MILPERSMAN 1600-070.pdf,2
"FMR 14, 1 1 2020 OCR.pdf",2
"DEP SEC DEF Memo, Policy and Procedures for Reductions in Force in the Civilian Workforce,  19 2017 OCR.pdf",2
DoDI 5025.12.pdf,2
CFETP 3F3X1.pdf,2
DAFPD 90-22.pdf,2
SECNAVINST 5710.32.pdf,2
NAVMC 3500.103_P2.pdf,2
QTP 24-3-E945.pdf,2
AFH 36-2643.pdf,2
STP 10-92Y12-SM-TG.pdf,2
H.R 1319 EH 117th.pdf,2
H.R 1868 EH 117th.pdf,2
ATP 3-39.12.pdf,2
DoDI 1400.25 Volume 2006 CH 3.pdf,2
DoDFMR V2ACH2.pdf,2
ARMY DIR 2017-08.pdf,2
DoDI 5000.81.pdf,2
AGO 2006-04.pdf,2
H.R 1816 IH 117th.pdf,2
H.R 2739 IH 117th.pdf,2
Exception to Policy Prescribed in DoD Directive 5200.27 to Support Biometric Screening for Known or Suspected Terrorists.pdf,2
DoDM 4140.01 Volume 9 CH 2.pdf,2
AR 601-2.pdf,2
AR 601-208.pdf,2
MCTP 3-30F.pdf,2
DoDM 5110.04 Volume 2.pdf,2
DCG VOL 48 PGS 769-990.pdf,2
AGO 2006-34.pdf,2
SECNAVINST 5430.11G.pdf,2
CJCSI 4120.02E.pdf,2
AFI 11-221.pdf,2
ARMY DIR 2021-15.pdf,2
DoDI 1400.25 Volume 1700.pdf,2
AFI 90-5001.pdf,2
ARMY DIR 2018-17.pdf,2
DoDFMR V10CH22.pdf,2
AR 145-1.pdf,2
DCG VOL 51 PGS 701-774.pdf,2
MCO 3502.3C.pdf,2
CFETP 1C5X1C2.pdf,2
MCO 3500.11F.pdf,2
Fiscal Year 2018 Passback Supplementary Guidance (Mulvaney).pdf,2
AFMAN 36-2604.pdf,2
PAM 385-30.pdf,2
AFMAN 11-2B-52V3.pdf,2
MCO 1553.4B.pdf,2
AFMAN 11-2U-2V1.pdf,2
CFETP 2A9X3X.pdf,2
DoDI 5000.80.pdf,2
Assess Only Process for Acquisition Category Program Systems.pdf,2
Vaccine Guidance Publication Coronavirus Disease 2019 Vaccine Guidance.pdf,2
DoDD 5160.62 CH 2.pdf,2
ARMY DIR 2016-07.pdf,2
Approval of Multi-Factor Authentication Alternatives,2
DoDFMR V9CH4.pdf,2
CIM 1000.10A.pdf,2
DoDI 1400.25 Volume 840.pdf,2
Civilian Award Recognition Guide.pdf,2
MCO 1650.47.pdf,2
AR 600-8-29.pdf,2
OPNAVINST 4790.4F.pdf,2
MILPERSMAN 1050-130.pdf,2
MILPERSMAN 1050-260.pdf,2
MILPERSMAN 5726-010.pdf,2
DoDI 5210.87.pdf,2
Vaccine Guidance Publication Memorandum for the Industrial Base Department of Defense COVID-19 Vaccine Allocation and Distribution Policy.pdf,2
Approval of Identify Federation Service Providers Remote Desktop Services Jumpbox Solution for the USCG.pdf,2
Force Health Protection Guidance Force Health Protection Guidance Supplement 5 April 7 2020.pdf,2
EO 13518.pdf,2
AFI 91-102.pdf,2
SECNAVINST 5200.35G.pdf,2
AFI 91-114.pdf,2
AR 70-75.pdf,2
ATP 4-93.1.pdf,2
OPNAVINST 3900.25D.pdf,2
AR 135-155.pdf,2
Information Technology Consolidation Consideration.pdf,2
USMC INTERAGENCY INTEGRATION STRATEGY PART I.pdf,2
Reorganization of the National Security Council.pdf,2
AAMedP 1.1.pdf,2
National Security Council Welcome Message to Department and Agency Staff.pdf,2
AFPD 65-1.pdf,2
OPNAVINST 5211.6.pdf,2
MCO 5710.6D.pdf,2
AR 715-30.pdf,2
ADB320820.pdf,2
OMBM M-21-22.pdf,2
ICD 651.pdf,2
AD1021585.pdf,2
TM 5-622.pdf,2
Level of Detail Required on Contract for Earned Value Reporting.pdf,2
QTP 24-3-C341.pdf,2
QTP 24-3-HAZMAT.pdf,2
OMBM M-18-08.pdf,2
S 140 IS 117th.pdf,2
Sexual Assault Prevention and Response (2014).pdf,2
DoDI C-5105.32 CH 2.pdf,2
DoDFMR V11BCH3.pdf,2
AR 600-8-7.pdf,2
H.R 210 EH 117th.pdf,2
OPNAVINST 2201.3C.pdf,2
DoDD 3200.11 CH 2.pdf,2
Records Management Policies and Practices Inspection.pdf,2
S 1775 PCS 117th.pdf,2
AJP 3.10.2.pdf,2
EO 14028.pdf,2
DoD Communications with the National Security Council Staff.pdf,2
CFETP 2A7X1C2.pdf,2
AAGSP 02.pdf,2
Service Responsibilities and Special Operations-Peculiar Requirements.pdf,2
Defense Healthcare Management Systems Configuration Steering Board Decision Memorandum.pdf,2
MCO 6100.13A.pdf,2
SORN 2014-13579.pdf,2
SORN E9-14125.pdf,2
SORN 00-24712.pdf,2
SORN 06-5402.pdf,2
SORN 2020-03949.pdf,2
SORN 2010-5961.pdf,2
DoDD 5230.20.pdf,2
DoDI 5030.53 CH 1.pdf,2
BUMEDINST 6200.16A.pdf,2
AI 111.pdf,2
DoDI 3025.16 CH 1.pdf,2
MHS GENESIS Wave 1 Deployment Site Selection.pdf,2
AFI 36-3209.pdf,2
Department of Veterans Affairs Electronic Health Records.pdf,2
OPNAVINST 4440.26B.pdf,2
SECNAVINST 5200.43.pdf,2
PAM 25-2-13.pdf,2
AFMAN 63-122.pdf,2
AFMAN 32-1068.pdf,2
Title 41.pdf,2
DoD Participation in the 2019 National Preparedness Campaign.pdf,2
AFI 90-1801.pdf,2
S 984 IS 117th.pdf,2
DoDFMR V7BCHJ.pdf,2
DoDFMR V6BCH6.pdf,2
2009- DSB,2
CNGBI 2000.01C.pdf,2
Appointment of the Acting Deputy Chief Data Officer of the Department of Defense.pdf,2
MCTP 3-03C.pdf,2
SECNAVINST 1740.2F.pdf,2
BUMEDINST 11011.1A.pdf,2
ARMY DIR 2017-32.pdf,2
TM 4-48.05.pdf,2
S. 1257 IS 117th.pdf,2
CFETP 4C0X1.pdf,2
AMedP 8.10.pdf,2
AFH 36-2235V6.pdf,2
AFI 10-4301V1.pdf,2
DoDI 3204.01 CH 2.pdf,2
DoDI 6490.09 CH 2.pdf,2
DoDD 1030.01.pdf,2
QTP 24-3-E935.pdf,2
QTP 4P0X1-6.pdf,2
OPNAVINST 1640.9A.pdf,2
OPNAVINST 5530.16A.pdf,2
ADRP 1-03.pdf,2
DoDI 5000.24.pdf,2
DoDI 6040.42.pdf,2
ICD 623.pdf,2
AR 381-11.pdf,2
MCO 5600.43B.pdf,2
Revised Conference Approval Authority and Additional Guidance.pdf,2
OMBM M-07-16.pdf,2
AFI 36-7001.pdf,2
THE LONG WAR.pdf,2
ATP 3-01.50.pdf,2
ATP 4-10.1.pdf,2
CIM 1000.13B.pdf,2
AI 109 CH 1.pdf,2
CJCSM 3150.15F.pdf,2
AR 27-26.pdf,2
CJCSI 1035.01B.pdf,2
MCO 3000.13B.pdf,2
BUMEDINST 12000.1G.pdf,2
CJCSI 2110.01E.pdf,2
AFPD 51-12.pdf,2
AFH 36-2235V5.pdf,2
AGO 1968-71.pdf,2
AR 115-10.pdf,2
PAM 600-8-105.pdf,2
Force Health Protection Guidance Force Health Protection Guidance Supplement 14 Dec 29 2020.pdf,2
AR 34-1.pdf,2
MILPERSMAN 1326-030.pdf,2
DoDD 1315.17.pdf,2
AD1011407.pdf,2
AR 70-57.pdf,2
DoDI 5535.08 CH 1.pdf,2
CI 5801.4F.pdf,2
DoDD 5145.01 CH 2.pdf,2
AR 25-55.pdf,2
Designated Senior Official for the Integration of Strategic and Cyber-enabled Information Operations.pdf,2
NAVMC 3500.27D.pdf,2
DoDI 7730.66.pdf,2
CJCSI 6723.01B.pdf,2
FM 1-02.2.pdf,2
NAVAL OPERATIONS CONCEPT 2010.pdf,2
CFETP 2T1X1.pdf,2
AFMAN 11-2AEV1.pdf,2
DoDI 1020.04.pdf,2
MILPERSMAN 1210-140.pdf,2
AR 40-501.pdf,2
SECNAVINST 5710.27A.pdf,2
OPNAVINST 3020.12.pdf,2
OPNAVINST 3111.17B.pdf,2
DoDI 6490.03.pdf,2
DoDI 6490.13 CH 1.pdf,2
AJP 3.13.pdf,2
H.Res 299 IH 117th.pdf,2
AFMAN 20-116.pdf,2
AFMAN 13-1CRCV1.pdf,2
JRSS NIPR Schedule Baseline Memo (3).pdf,2
STANAG 4603.pdf,2
AFMAN 13-1CRCV3.pdf,2
AR 840-10.pdf,2
The Secretarial Designee Program White Paper (Action Memo).pdf,2
MCO 1230.5C.pdf,2
DoDI 6200.02.pdf,2
EDAPDF-2b2d9ce2-c482-4056-8f97-fd15f216dcd2-HQ042316A5004-HQ042320F0022-empty-P00002-PDS-2020-10-25.pdf,2
EDAPDF-92f0251a-2f49-4be3-b868-cc7e931e2d40-HQ042316A5004-HQ042320F0022-empty-empty-PDS-2020-02-03.pdf,2
EDAPDF-6249B7491FAB6BB8E044000E7F4FE18C-N0001406G0218-0032-empty-empty-PDS-2009-02-06.pdf,2
Annual Report of Intelligence and Security Training Education and Certification (2018).pdf,2
MCO 1553.10.pdf,2
AFMAN 34-240.pdf,2
AFI 23-202.pdf,2
QTP 4P0X1-9.pdf,2
CFETP 2A3X7.pdf,2
DoDI 2000.26.pdf,2
CJCSI 2300.02K.pdf,2
DoDI 3025.21 CH 1.pdf,2
"DEP SEC DEF Memo, Implementing Guidelines for Periodic Review of Guantanamo Bay Detainees, 3 28 2017 OCR.pdf",2
DoDI 5525.20 CH 2.pdf,2
Policy Memorandum Implementing Guidelines for Periodic Review of Detainees Held at Guantanamo Bay per EO 13567.pdf,2
"JSM 5610.01A, 12 6 2013 OCR.pdf",2
DoDI 3025.19 CH 1.pdf,2
SECNAVINST 5000.34F.pdf,2
OPNAVINST 5210.16.pdf,2
SECNAVINST 5100.13F.pdf,2
CNGBI 7102.01.pdf,2
CNGBI 2400.00A.pdf,2
NAVMC 3500.108B.pdf,2
CNGBI 3100.01B.pdf,2
"JSM 2225.01, 1 8 2015 OCR.pdf",2
Improving the On-Boarding Process.pdf,2
"SEC DEF Memo, Responsiblity for the Atomic Veterans Service Certificate Program, 4 16 2019 OCR.pdf",2
DoDD 2065.01E CH 1.pdf,2
DoD Interim Guidance During the Temporary Suspension of the e-QIP System (FOUO).pdf,2
Responsiblity for the Atomic Veterans Service Certificate Program.pdf,2
FY 2017 Annual Report of DoD Intelligence and Security Training Education and Certification (FOUO).pdf,2
DoDI 8260.03 CH 1.pdf,2
AJP 3.3.pdf,2
ADP 3-28.pdf,2
NAVMC 3500.104B.pdf,2
SECNAVINST 5510.36A.pdf,2
USAR PAM 55-2.pdf,2
AFI 11-253.pdf,2
OPNAVINST 3501.115F.pdf,2
MCO 1730.8.pdf,2
HQDA POLICY NOTICE 1-1.pdf,2
System Authorization Access for Joint Regional Security Stack Migrations.pdf,2
DoDFMR V1CH7.pdf,2
CJCSI 1801.01E.pdf,2
"SEC DEF Memo, Implementing Guidelines for Periodic Review of Detainees Held at Guantanamo Bay, 2 15 2019 OCR.pdf",2
SECNAV M-5214.1.pdf,2
OMBM M-12-20.pdf,2
AR 37-104-4.pdf,2
ATP 3-28.1.pdf,2
MCRP 3-30.6.pdf,2
AR 381-10.pdf,2
AR 525-2.pdf,2
USAR PAM 350-1.pdf,2
AFPD 16-14.pdf,2
ODAM MEMO,2
MCTP 3-30A.pdf,2
TC 6-0.pdf,2
OMBM M-10-30.pdf,2
OMBM M-00-13.pdf,2
DoDI 5505.14 CH 2.pdf,2
EO 13019.pdf,2
SECNAVINST 5460.4.pdf,2
DISA Resource Decisions.pdf,2
DoDI 1332.32 CH 1.pdf,2
S 1106 IS 117th.pdf,2
AATMP 51.pdf,2
ATP 3.3.8.1.pdf,2
AMedP 1.1-1.pdf,2
DoDI 1304.02.pdf,2
AMedP 4.8.pdf,2
DoD-Wide Policy for Extended Child Care Hours.pdf,2
ADMP 02.pdf,2
CFETP 4B0X1.pdf,2
AFI 90-2001.pdf,2
TM 5-618.pdf,2
DoD 4400.1-M CH 1.pdf,2
AR 700-147.pdf,2
SECNAVINST 1650.1J.pdf,2
AMedP 3.2.pdf,2
DoDD 1342.20.pdf,2
2019 Eugene G. Fubini Award Nominations.pdf,2
OPNAVINST 5310.23A.pdf,2
ICPG 704.5.pdf,2
Guidance For Implementation of Executive Order 13812.pdf,2
"The Army Identity, Credential, and Access Management (ICAM) Lexicon.pdf",2
FHP Supp 7 DoD Guidance for the Use of Cloth Face Coverings PPE and Non-Pharmaceutical Interventions During Coronavirus.pdf,2
AEP 67.pdf,2
Ensuring Sexual Assault Victims Rights.pdf,2
"DEP SEC DEF Memo, Official Visits to Detention Facility at US Naval Station Guantanamo Bay, 3 28 2017 OCR.pdf",2
DoDD 5500.11 CH 1.pdf,2
FAR Part 17.html,2
DoDD 5105.72.pdf,2
DoDI 1312.01 CH 1.pdf,2
OMBM M-04-10.pdf,2
H.R 449 IH 117th.pdf,2
DoDI 5505.15.pdf,2
DoDI 5210.42 CH 3.pdf,2
STANAG 2481.pdf,2
DoDI 6015.17 CH 1.pdf,2
OMBM M-07-09.pdf,2
H.R 1319 ENR 117th.pdf,2
AEDP 20.pdf,2
MCO 2400.2A.pdf,2
AR 25-98.pdf,2
ATP 6-02.2.pdf,2
AFPD 36-82.pdf,2
DoDI 5000.86.pdf,2
Guidance-for-Medical-Care-in-Military-Treatment-Facilities-for-Service-Members-Diagnosed-with-Gender-Dysphoria,2
SECNAVINST 5300.30F.pdf,2
AR 600-8-101.pdf,2
AFI 36-3205.pdf,2
MILPERSMAN 1740-020.pdf,2
DoDI 3224.03.pdf,2
CFETP 4E0X1.pdf,2
DoDI 3020.42.pdf,2
Announcement of DoD Senior Intelligence Oversight Official and Deputy Director of Oversight and Compliance.pdf,2
DoDI 1400.25 Volume 850.pdf,2
DoDD 3100.16 CH 1.pdf,2
CI 5500.18.pdf,2
BUMEDINST 5510.10.pdf,2
AGO 1967-23.pdf,2
CFETP 32EX.pdf,2
Authorizations to Operate Extensions and Cybersecurity Function Prioritization Guidance.pdf,2
CFETP 3E2X1C1.pdf,2
CFETP 3E3X1C2.pdf,2
CFETP 3E4X1C1.pdf,2
STP 55-88N14-SM-TG.pdf,2
Acting Principal Deputy Under Secretary of Defense for Intelligence (Meiners).pdf,2
DHA-PM 6015.01,2
AR 690-600.pdf,2
Designation of Defense Counterintelligence and Security Agency Chief Information.PDF,2
Change to Major Defense Acquisition Program Milestone B Requirements.pdf,2
DoDI 1400.25 Volume 575.pdf,2
FORTITUDINE VOL 29 NO 1.pdf,2
NAVMC 3500.102B.pdf,2
AFPD 90-60.pdf,2
Guidance for Increasing Lethality and Warfighting Readiness In Space.pdf,2
DoDFMR V4CH2.pdf,2
Guidance on Recruitment Relocation and Retention Incentives for CY 2016.pdf,2
TM 5-692-1_dup1.pdf,2
DoDI 1015.12.pdf,2
MCO 1754.4C.pdf,2
ADB396275.pdf,2
FAR Subpart 9.7.html,2
CFETP 3E9X1C2.pdf,2
MCO 12810.1.pdf,2
